DroneID,PosX,PosY,PosZ,VelX,VelY,VelZ,ThrustZ
4,15.38,2.08,6.73,0.04,-0.18,-0.00,11.77
0,11.07,-2.22,6.73,-0.30,-0.42,-0.00,11.77
1,14.47,-1.38,6.73,0.02,0.09,-0.00,11.77
2,17.79,-0.52,6.73,0.06,0.20,-0.00,11.77
3,12.00,1.22,6.73,-0.18,0.30,-0.00,11.77
4,15.44,2.08,6.73,0.52,-0.05,-0.00,11.77
0,11.04,-2.21,6.73,-0.26,0.03,-0.00,11.77
1,14.46,-1.36,6.73,-0.05,0.17,-0.00,11.77
2,17.80,-0.50,6.73,0.06,0.20,-0.00,11.77
3,12.03,1.20,6.73,0.31,-0.20,-0.00,11.77
4,15.41,2.05,6.73,-0.26,-0.25,-0.00,11.77
0,11.08,-2.19,6.73,0.35,0.27,-0.00,11.77
1,14.40,-1.36,6.73,-0.63,0.02,-0.00,11.77
2,17.86,-0.52,6.73,0.63,-0.28,-0.00,11.77
3,11.98,1.19,6.73,-0.48,-0.12,-0.00,11.77
4,15.45,2.05,6.73,0.35,-0.00,-0.00,11.77
0,11.05,-2.23,6.73,-0.30,-0.43,-0.00,11.77
1,14.44,-1.33,6.73,0.45,0.30,-0.00,11.77
2,17.81,-0.52,6.73,-0.54,0.05,-0.00,11.77
3,12.03,1.23,6.73,0.47,0.38,-0.00,11.77
4,15.43,2.02,6.73,-0.19,-0.32,-0.00,11.77
0,11.09,-2.20,6.73,0.45,0.30,-0.00,11.77
1,14.38,-1.34,6.73,-0.66,-0.07,-0.00,11.77
2,17.77,-0.52,6.73,-0.37,0.00,-0.00,11.77
3,12.05,1.21,6.73,0.21,-0.23,-0.00,11.77
4,15.44,2.07,6.73,0.14,0.48,-0.00,11.77
0,11.08,-2.18,6.73,-0.15,0.14,-0.00,11.77
1,14.42,-1.36,6.73,0.39,-0.26,-0.00,11.77
2,17.83,-0.55,6.73,0.62,-0.30,-0.00,11.77
3,11.98,1.22,6.73,-0.68,0.10,-0.00,11.77
4,15.44,2.09,6.73,-0.01,0.27,-0.00,11.77
0,11.07,-2.17,6.73,-0.14,0.15,-0.00,11.77
1,14.47,-1.33,6.73,0.55,0.32,-0.00,11.77
2,17.80,-0.55,6.73,-0.37,0.01,-0.00,11.77
3,12.02,1.21,6.73,0.34,-0.10,-0.00,11.77
4,15.42,2.06,6.73,-0.19,-0.33,-0.00,11.77
0,11.11,-2.14,6.73,0.45,0.29,-0.00,11.77
1,14.41,-1.33,6.73,-0.64,0.03,-0.00,11.77
2,17.77,-0.54,6.73,-0.24,0.13,-0.00,11.77
3,12.02,1.19,6.73,0.04,-0.17,-0.00,11.77
4,15.40,2.03,6.73,-0.18,-0.32,-0.00,11.77
0,11.11,-2.18,6.73,-0.01,-0.36,-0.00,11.77
1,14.40,-1.37,6.73,-0.12,-0.38,-0.00,11.77
2,17.84,-0.56,6.73,0.66,-0.20,-0.00,11.77
3,12.00,1.22,6.73,-0.18,0.31,-0.00,11.77
4,15.41,2.06,6.73,0.02,0.36,-0.00,11.77
0,11.09,-2.17,6.73,-0.18,0.05,-0.00,11.77
1,14.45,-1.33,6.73,0.56,0.32,-0.00,11.77
2,17.78,-0.55,6.73,-0.54,0.06,-0.00,11.77
3,12.03,1.21,6.73,0.24,-0.13,-0.00,11.77
4,15.39,2.03,6.73,-0.18,-0.32,-0.00,11.77
0,11.08,-2.17,6.73,-0.17,0.05,-0.00,11.77
1,14.44,-1.38,6.73,-0.14,-0.47,-0.00,11.77
2,17.81,-0.54,6.73,0.23,0.14,-0.00,11.77
3,11.98,1.18,6.73,-0.44,-0.29,-0.00,11.77
4,15.43,2.02,6.73,0.43,-0.08,-0.00,11.77
0,11.06,-2.16,6.73,-0.17,0.06,-0.00,11.77
1,14.43,-1.36,6.73,-0.04,0.17,-0.00,11.77
2,17.85,-0.56,6.73,0.45,-0.24,-0.00,11.77
3,12.00,1.22,6.73,0.20,0.41,-0.00,11.77
4,15.38,2.05,6.73,-0.47,0.24,-0.00,11.77
0,11.05,-2.15,6.73,-0.13,0.15,-0.00,11.77
1,14.49,-1.34,6.73,0.51,0.21,-0.00,11.77
2,17.81,-0.55,6.73,-0.44,0.08,-0.00,11.77
3,11.97,1.19,6.73,-0.34,-0.27,-0.00,11.77
4,15.42,2.04,6.73,0.33,-0.10,-0.00,11.77
0,11.06,-2.19,6.73,0.16,-0.41,-0.00,11.77
1,14.42,-1.34,6.73,-0.64,0.03,-0.00,11.77
2,17.77,-0.54,6.73,-0.44,0.08,-0.00,11.77
3,11.99,1.23,6.73,0.21,0.41,-0.00,11.77
4,15.40,2.01,6.73,-0.19,-0.32,-0.00,11.77
0,11.05,-2.17,6.73,-0.14,0.15,-0.00,11.77
1,14.40,-1.38,6.73,-0.22,-0.40,-0.00,11.77
2,17.81,-0.57,6.73,0.47,-0.24,-0.00,11.77
3,11.96,1.20,6.73,-0.27,-0.34,-0.00,11.77
4,15.45,2.05,6.73,0.49,0.46,-0.00,11.77
0,11.08,-2.15,6.73,0.33,0.17,-0.00,11.77
1,14.39,-1.37,6.73,-0.07,0.08,-0.00,11.77
2,17.77,-0.57,6.73,-0.47,-0.02,-0.00,11.77
3,12.00,1.19,6.73,0.34,-0.10,-0.00,11.77
4,15.44,2.02,6.73,-0.09,-0.30,-0.00,11.77
0,11.05,-2.20,6.73,-0.31,-0.43,-0.00,11.77
1,14.39,-1.35,6.73,-0.03,0.18,-0.00,11.77
2,17.79,-0.56,6.73,0.29,0.07,-0.00,11.77
3,12.02,1.18,6.73,0.24,-0.13,-0.00,11.77
4,15.38,2.03,6.73,-0.59,0.12,-0.00,11.77
0,11.04,-2.18,6.73,-0.14,0.15,-0.00,11.77
1,14.42,-1.39,6.73,0.35,-0.35,-0.00,11.77
2,17.80,-0.54,6.73,0.05,0.19,-0.00,11.77
3,11.96,1.19,6.73,-0.66,0.19,-0.00,11.77
4,15.42,2.02,6.73,0.40,-0.17,-0.00,11.77
0,11.07,-2.16,6.73,0.35,0.27,-0.00,11.77
1,14.42,-1.38,6.73,-0.07,0.07,-0.00,11.77
2,17.84,-0.57,6.73,0.45,-0.24,-0.00,11.77
3,11.99,1.18,6.73,0.34,-0.10,-0.00,11.77
4,15.36,2.03,6.73,-0.59,0.12,-0.00,11.77
0,11.04,-2.20,6.73,-0.30,-0.43,-0.00,11.77
1,14.48,-1.36,6.73,0.62,0.24,-0.00,11.77
2,17.79,-0.56,6.73,-0.54,0.06,-0.00,11.77
3,11.98,1.21,6.73,-0.11,0.24,-0.00,11.77
4,15.42,2.03,6.73,0.56,0.05,-0.00,11.77
0,11.08,-2.18,6.73,0.42,0.20,-0.00,11.77
1,14.43,-1.35,6.73,-0.54,0.05,-0.00,11.77
2,17.80,-0.55,6.73,0.13,0.12,-0.00,11.77
3,11.99,1.19,6.73,0.15,-0.15,-0.00,11.77
4,15.40,2.00,6.73,-0.19,-0.32,-0.00,11.77
0,11.12,-2.16,6.73,0.32,0.17,-0.00,11.77
1,14.42,-1.34,6.73,-0.07,0.08,-0.00,11.77
2,17.76,-0.54,6.73,-0.44,0.08,-0.00,11.77
3,12.03,1.23,6.73,0.37,0.35,-0.00,11.77
4,15.45,2.05,6.73,0.49,0.47,-0.00,11.77
0,11.15,-2.14,6.73,0.35,0.27,-0.00,11.77
1,14.41,-1.34,6.73,-0.06,0.08,-0.00,11.77
2,17.76,-0.58,6.73,-0.03,-0.37,-0.00,11.77
3,12.06,1.21,6.73,0.31,-0.20,-0.00,11.77
4,15.39,2.06,6.73,-0.59,0.13,-0.00,11.77
0,11.13,-2.13,6.73,-0.19,0.04,-0.00,11.77
1,14.45,-1.36,6.73,0.38,-0.26,-0.00,11.77
2,17.76,-0.56,6.73,0.07,0.20,-0.00,11.77
3,12.03,1.19,6.73,-0.32,-0.18,-0.00,11.77
4,15.42,2.06,6.73,0.37,0.00,-0.00,11.77
0,11.09,-2.19,6.73,-0.44,-0.56,-0.00,11.77
1,14.44,-1.36,6.73,-0.07,0.07,-0.00,11.77
2,17.79,-0.53,6.73,0.26,0.25,-0.00,11.77
3,12.06,1.23,6.73,0.30,0.44,-0.00,11.77
4,15.40,2.04,6.73,-0.25,-0.25,-0.00,11.77
0,11.06,-2.19,6.73,-0.29,-0.07,-0.00,11.77
1,14.44,-1.34,6.73,-0.04,0.18,-0.00,11.77
2,17.75,-0.53,6.73,-0.43,0.08,-0.00,11.77
3,12.03,1.20,6.73,-0.28,-0.35,-0.00,11.77
4,15.43,2.03,6.73,0.34,-0.10,-0.00,11.77
0,11.05,-2.18,6.73,-0.13,0.15,-0.00,11.77
1,14.47,-1.36,6.73,0.35,-0.26,-0.00,11.77
2,17.76,-0.51,6.73,0.14,0.12,-0.00,11.77
3,12.02,1.22,6.73,-0.10,0.23,-0.00,11.77
4,15.38,2.04,6.73,-0.50,0.15,-0.00,11.77
0,11.08,-2.16,6.73,0.32,0.17,-0.00,11.77
1,14.41,-1.37,6.73,-0.67,-0.08,-0.00,11.77
2,17.77,-0.50,6.73,0.14,0.13,-0.00,11.77
3,12.04,1.20,6.73,0.21,-0.23,-0.00,11.77
4,15.34,2.06,6.73,-0.46,0.24,-0.00,11.77
0,11.06,-2.16,6.73,-0.18,0.05,-0.00,11.77
1,14.49,-1.39,6.73,0.86,-0.15,-0.00,11.77
2,17.73,-0.49,6.73,-0.43,0.08,-0.00,11.77
3,11.99,1.27,6.73,-0.53,0.66,-0.00,11.77
4,15.39,2.06,6.73,0.54,-0.05,-0.00,11.77
0,11.09,-2.13,6.73,0.25,0.25,-0.00,11.77
1,14.48,-1.37,6.73,-0.15,0.16,-0.00,11.77
2,17.74,-0.48,6.73,0.14,0.14,-0.00,11.77
3,11.96,1.23,6.73,-0.27,-0.34,-0.00,11.77
4,15.39,2.10,6.73,0.02,0.36,-0.00,11.77
0,11.04,-2.18,6.73,-0.49,-0.47,-0.00,11.77
1,14.42,-1.37,6.73,-0.55,0.04,-0.00,11.77
2,17.76,-0.47,6.73,0.14,0.14,-0.00,11.77
3,11.99,1.28,6.73,0.30,0.43,-0.00,11.77
4,15.33,2.11,6.73,-0.59,0.12,-0.00,11.77
0,11.01,-2.18,6.73,-0.26,0.03,-0.00,11.77
1,14.42,-1.35,6.73,-0.05,0.16,-0.00,11.77
2,17.76,-0.44,6.73,0.05,0.21,-0.00,11.77
3,11.97,1.24,6.73,-0.28,-0.35,-0.00,11.77
4,15.34,2.09,6.73,0.04,-0.18,-0.00,11.77
0,11.05,-2.16,6.73,0.42,0.20,-0.00,11.77
1,14.36,-1.35,6.73,-0.63,0.02,-0.00,11.77
2,17.72,-0.44,6.73,-0.44,0.07,-0.00,11.77
3,11.99,1.23,6.73,0.24,-0.12,-0.00,11.77
4,15.34,2.07,6.73,0.04,-0.17,-0.00,11.77
0,11.09,-2.13,6.73,0.35,0.27,-0.00,11.77
1,14.36,-1.35,6.73,0.02,-0.01,-0.00,11.77
2,17.78,-0.46,6.73,0.66,-0.19,-0.00,11.77
3,11.92,1.24,6.73,-0.68,0.09,-0.00,11.77
4,15.34,2.06,6.73,-0.03,-0.10,-0.00,11.77
0,11.06,-2.17,6.73,-0.31,-0.44,-0.00,11.77
1,14.42,-1.32,6.73,0.64,0.25,-0.00,11.77
2,17.75,-0.46,6.73,-0.37,-0.00,-0.00,11.77
3,11.97,1.28,6.73,0.46,0.38,-0.00,11.77
4,15.33,2.04,6.73,-0.06,-0.20,-0.00,11.77
0,11.03,-2.18,6.73,-0.29,-0.07,-0.00,11.77
1,14.45,-1.35,6.73,0.28,-0.28,-0.00,11.77
2,17.83,-0.48,6.73,0.84,-0.23,-0.00,11.77
3,11.99,1.25,6.73,0.21,-0.23,-0.00,11.77
4,15.35,2.13,6.73,0.15,0.83,-0.00,11.77
0,11.06,-2.16,6.73,0.32,0.18,-0.00,11.77
1,14.39,-1.36,6.73,-0.65,-0.07,-0.00,11.77
2,17.86,-0.45,6.73,0.24,0.25,-0.00,11.77
3,11.96,1.23,6.73,-0.24,-0.25,-0.00,11.77
4,15.39,2.11,6.73,0.40,-0.18,-0.00,11.77
0,11.03,-2.15,6.73,-0.34,0.10,-0.00,11.77
1,14.44,-1.34,6.73,0.52,0.22,-0.00,11.77
2,17.82,-0.45,6.73,-0.37,-0.00,-0.00,11.77
3,12.00,1.22,6.73,0.34,-0.10,-0.00,11.77
4,15.37,2.08,6.73,-0.18,-0.33,-0.00,11.77
0,11.06,-2.12,6.73,0.35,0.27,-0.00,11.77
1,14.39,-1.33,6.73,-0.52,0.05,-0.00,11.77
2,17.84,-0.43,6.73,0.24,0.25,-0.00,11.77
3,11.96,1.19,6.73,-0.44,-0.30,-0.00,11.77
4,15.42,2.07,6.73,0.53,-0.05,-0.00,11.77
0,11.02,-2.12,6.73,-0.37,0.00,-0.00,11.77
1,14.38,-1.32,6.73,-0.04,0.17,-0.00,11.77
2,17.81,-0.44,6.73,-0.30,-0.08,-0.00,11.77
3,12.00,1.23,6.73,0.48,0.39,-0.00,11.77
4,15.38,2.09,6.73,-0.48,0.23,-0.00,11.77
0,11.06,-2.11,6.73,0.32,0.17,-0.00,11.77
1,14.44,-1.29,6.73,0.62,0.24,-0.00,11.77
2,17.76,-0.43,6.73,-0.54,0.05,-0.00,11.77
3,11.95,1.29,6.73,-0.51,0.67,-0.00,11.77
4,15.42,2.08,6.73,0.40,-0.17,-0.00,11.77
0,11.04,-2.09,6.73,-0.13,0.15,-0.00,11.77
1,14.44,-1.29,6.73,-0.01,-0.01,-0.00,11.77
2,17.81,-0.46,6.73,0.47,-0.24,-0.00,11.77
3,11.97,1.28,6.73,0.14,-0.15,-0.00,11.77
4,15.40,2.06,6.73,-0.13,-0.12,-0.00,11.77
0,11.00,-2.15,6.73,-0.42,-0.55,-0.00,11.77
1,14.48,-1.33,6.73,0.35,-0.36,-0.00,11.77
2,17.75,-0.51,6.73,-0.51,-0.51,-0.00,11.77
3,12.00,1.32,6.73,0.30,0.42,-0.00,11.77
4,15.36,2.13,6.73,-0.44,0.69,-0.00,11.77
0,11.04,-2.13,6.73,0.40,0.19,-0.00,11.77
1,14.42,-1.33,6.73,-0.60,-0.05,-0.00,11.77
2,17.64,-0.52,6.73,-1.10,-0.12,-0.00,11.77
3,12.00,1.30,6.73,0.04,-0.18,-0.00,11.77
4,15.40,2.11,6.73,0.38,-0.19,-0.00,11.77
0,11.01,-2.12,6.73,-0.29,0.03,-0.00,11.77
1,14.36,-1.33,6.73,-0.58,0.05,-0.00,11.77
2,17.54,-0.55,6.73,-1.09,-0.30,-0.00,11.77
3,11.97,1.28,6.73,-0.27,-0.25,-0.00,11.77
4,15.40,2.15,6.73,0.00,0.37,-0.00,11.77
0,11.04,-2.11,6.73,0.29,0.17,-0.00,11.77
1,14.35,-1.31,6.73,-0.10,0.16,-0.00,11.77
2,17.37,-0.61,6.73,-1.63,-0.58,-0.00,11.77
3,11.99,1.26,6.73,0.14,-0.15,-0.00,11.77
4,15.35,2.17,6.73,-0.50,0.17,-0.00,11.77
0,11.02,-2.09,6.73,-0.20,0.14,-0.00,11.77
1,14.38,-1.34,6.73,0.36,-0.26,-0.00,11.77
2,17.20,-0.63,6.73,-1.75,-0.24,-0.00,11.77
3,11.96,1.28,6.73,-0.24,0.20,-0.00,11.77
4,15.39,2.17,6.73,0.45,0.03,-0.00,11.77
0,10.99,-2.09,6.73,-0.32,0.03,-0.00,11.77
1,14.36,-1.33,6.73,-0.20,0.13,-0.00,11.77
2,17.06,-0.68,6.73,-1.34,-0.47,-0.00,11.77
3,11.99,1.26,6.73,0.26,-0.21,-0.00,11.77
4,15.33,2.19,6.73,-0.58,0.19,-0.00,11.77
0,10.95,-2.13,6.73,-0.36,-0.42,-0.00,11.77
1,14.34,-1.32,6.73,-0.26,0.02,-0.00,11.77
2,16.96,-0.74,6.73,-1.03,-0.63,-0.00,11.77
3,11.96,1.29,6.73,-0.27,0.26,-0.00,11.77
4,15.34,2.22,6.73,0.02,0.35,-0.00,11.77
0,10.92,-2.13,6.73,-0.31,0.02,-0.00,11.77
1,14.31,-1.31,6.73,-0.26,0.14,-0.00,11.77
2,16.88,-0.82,6.73,-0.79,-0.75,-0.00,11.77
3,11.99,1.27,6.73,0.26,-0.22,-0.00,11.77
4,15.28,2.24,6.73,-0.53,0.19,-0.00,11.77
0,10.91,-2.12,6.73,-0.17,0.14,-0.00,11.77
1,14.32,-1.34,6.73,0.11,-0.29,-0.00,11.77
2,16.82,-0.90,6.73,-0.62,-0.84,-0.00,11.77
3,11.91,1.27,6.73,-0.73,0.06,-0.00,11.77
4,15.24,2.26,6.73,-0.41,0.21,-0.00,11.77
0,10.93,-2.10,6.73,0.28,0.15,-0.00,11.77
1,14.23,-1.34,6.73,-0.90,0.02,-0.00,11.77
2,16.66,-0.94,6.73,-1.62,-0.43,-0.00,11.77
3,11.88,1.24,6.73,-0.39,-0.31,-0.00,11.77
4,15.29,2.26,6.73,0.48,-0.07,-0.00,11.77
0,10.93,-2.15,6.73,-0.00,-0.45,-0.00,11.77
1,14.32,-1.35,6.73,0.87,-0.14,-0.00,11.77
2,16.54,-1.01,6.73,-1.17,-0.62,-0.00,11.77
3,11.86,1.28,6.73,-0.13,0.33,-0.00,11.77
4,15.25,2.29,6.73,-0.36,0.32,-0.00,11.77
0,10.96,-2.12,6.73,0.29,0.26,-0.00,11.77
1,14.27,-1.35,6.73,-0.47,0.05,-0.00,11.77
2,16.34,-1.03,6.73,-1.99,-0.26,-0.00,11.77
3,11.89,1.25,6.73,0.25,-0.22,-0.00,11.77
4,15.23,2.25,6.73,-0.24,-0.37,-0.00,11.77
0,10.99,-2.10,6.73,0.24,0.16,-0.00,11.77
1,14.22,-1.34,6.73,-0.53,0.05,-0.00,11.77
2,16.21,-1.08,6.73,-1.30,-0.50,-0.00,11.77
3,11.86,1.23,6.73,-0.31,-0.29,-0.00,11.77
4,15.24,2.30,6.73,0.15,0.49,-0.00,11.77
0,10.95,-2.15,6.73,-0.40,-0.46,-0.00,11.77
1,14.31,-1.36,6.73,0.88,-0.14,-0.00,11.77
2,16.11,-1.08,6.73,-1.05,-0.03,-0.00,11.77
3,11.84,1.26,6.73,-0.14,0.32,-0.00,11.77
4,15.22,2.26,6.73,-0.26,-0.37,-0.00,11.77
0,10.92,-2.15,6.73,-0.24,0.04,-0.00,11.77
1,14.24,-1.35,6.73,-0.69,0.03,-0.00,11.77
2,15.94,-1.13,6.73,-1.71,-0.41,-0.00,11.77
3,11.86,1.24,6.73,0.14,-0.15,-0.00,11.77
4,15.19,2.30,6.73,-0.28,0.35,-0.00,11.77
0,10.89,-2.14,6.73,-0.35,0.11,-0.00,11.77
1,14.17,-1.35,6.73,-0.67,0.07,-0.00,11.77
2,15.82,-1.12,6.73,-1.12,0.07,-0.00,11.77
3,11.82,1.20,6.73,-0.35,-0.40,-0.00,11.77
4,15.23,2.29,6.73,0.43,-0.06,-0.00,11.77
0,10.90,-2.17,6.73,0.11,-0.32,-0.00,11.77
1,14.09,-1.39,6.73,-0.85,-0.42,-0.00,11.77
2,15.66,-1.15,6.73,-1.67,-0.32,-0.00,11.77
3,11.82,1.28,6.73,-0.02,0.81,-0.00,11.77
4,15.21,2.33,6.73,-0.24,0.36,-0.00,11.77
0,10.87,-2.15,6.73,-0.27,0.13,-0.00,11.77
1,14.01,-1.38,6.73,-0.80,0.12,-0.00,11.77
2,15.43,-1.15,6.73,-2.27,-0.02,-0.00,11.77
3,11.83,1.28,6.73,0.07,-0.08,-0.00,11.77
4,15.18,2.30,6.73,-0.25,-0.27,-0.00,11.77
0,10.90,-2.13,6.73,0.24,0.26,-0.00,11.77
1,13.95,-1.41,6.73,-0.54,-0.37,-0.00,11.77
2,15.31,-1.17,6.73,-1.19,-0.20,-0.00,11.77
3,11.81,1.30,6.73,-0.19,0.25,-0.00,11.77
4,15.15,2.32,6.73,-0.34,0.23,-0.00,11.77
0,10.91,-2.12,6.73,0.13,0.13,-0.00,11.77
1,13.90,-1.45,6.73,-0.58,-0.41,-0.00,11.77
2,15.27,-1.14,6.73,-0.42,0.33,-0.00,11.77
3,11.73,1.32,6.73,-0.81,0.15,-0.00,11.77
4,15.13,2.29,6.73,-0.18,-0.34,-0.00,11.77
0,10.88,-2.10,6.73,-0.32,0.13,-0.00,11.77
1,13.81,-1.45,6.73,-0.87,0.00,-0.00,11.77
2,15.29,-1.13,6.73,0.18,0.08,-0.00,11.77
3,11.75,1.30,6.73,0.22,-0.22,-0.00,11.77
4,15.13,2.28,6.73,-0.04,-0.11,-0.00,11.77
0,10.84,-2.09,6.73,-0.33,0.13,-0.00,11.77
1,13.74,-1.46,6.73,-0.69,-0.04,-0.00,11.77
2,15.33,-1.14,6.73,0.41,-0.07,-0.00,11.77
3,11.74,1.32,6.73,-0.14,0.27,-0.00,11.77
4,15.11,2.26,6.73,-0.16,-0.24,-0.00,11.77
0,10.80,-2.10,6.73,-0.48,-0.10,-0.00,11.77
1,13.71,-1.51,6.73,-0.33,-0.52,-0.00,11.77
2,15.39,-1.17,6.73,0.59,-0.28,-0.00,11.77
3,11.72,1.35,6.73,-0.13,0.27,-0.00,11.77
4,15.10,2.30,6.73,-0.14,0.49,-0.00,11.77
0,10.75,-2.10,6.73,-0.45,0.00,-0.00,11.77
1,13.68,-1.55,6.73,-0.22,-0.41,-0.00,11.77
2,15.44,-1.20,6.73,0.54,-0.35,-0.00,11.77
3,11.70,1.37,6.73,-0.21,0.23,-0.00,11.77
4,15.07,2.28,6.73,-0.26,-0.27,-0.00,11.77
0,10.72,-2.09,6.73,-0.32,0.14,-0.00,11.77
1,13.74,-1.52,6.73,0.58,0.31,-0.00,11.77
2,15.48,-1.18,6.73,0.40,0.19,-0.00,11.77
3,11.67,1.33,6.73,-0.35,-0.39,-0.00,11.77
4,15.06,2.24,6.73,-0.16,-0.34,-0.00,11.77
0,10.69,-2.07,6.73,-0.29,0.15,-0.00,11.77
1,13.69,-1.51,6.73,-0.56,0.09,-0.00,11.77
2,15.41,-1.21,6.73,-0.72,-0.26,-0.00,11.77
3,11.69,1.31,6.73,0.23,-0.23,-0.00,11.77
4,15.05,2.23,6.73,-0.04,-0.11,-0.00,11.77
0,10.66,-2.06,6.73,-0.31,0.14,-0.00,11.77
1,13.66,-1.55,6.73,-0.23,-0.39,-0.00,11.77
2,15.37,-1.25,6.73,-0.38,-0.37,-0.00,11.77
3,11.62,1.32,6.73,-0.71,0.10,-0.00,11.77
4,15.08,2.27,6.73,0.24,0.39,-0.00,11.77
0,10.63,-2.04,6.73,-0.31,0.15,-0.00,11.77
1,13.61,-1.54,6.73,-0.59,0.09,-0.00,11.77
2,15.35,-1.23,6.73,-0.19,0.16,-0.00,11.77
3,11.63,1.32,6.73,0.10,0.03,-0.00,11.77
4,15.05,2.23,6.73,-0.28,-0.37,-0.00,11.77
0,10.60,-2.03,6.73,-0.31,0.15,-0.00,11.77
1,13.69,-1.57,6.73,0.88,-0.31,-0.00,11.77
2,15.35,-1.24,6.73,-0.04,-0.07,-0.00,11.77
3,11.61,1.36,6.73,-0.21,0.34,-0.00,11.77
4,15.01,2.26,6.73,-0.33,0.24,-0.00,11.77
0,10.62,-2.00,6.73,0.28,0.25,-0.00,11.77
1,13.63,-1.57,6.73,-0.63,0.05,-0.00,11.77
2,15.37,-1.19,6.73,0.20,0.43,-0.00,11.77
3,11.63,1.33,6.73,0.22,-0.23,-0.00,11.77
4,14.99,2.22,6.73,-0.27,-0.36,-0.00,11.77
0,10.56,-2.05,6.73,-0.61,-0.44,-0.00,11.77
1,13.63,-1.55,6.73,-0.02,0.20,-0.00,11.77
2,15.28,-1.16,6.73,-0.85,0.36,-0.00,11.77
3,11.66,1.37,6.73,0.30,0.32,-0.00,11.77
4,15.02,2.21,6.73,0.32,-0.11,-0.00,11.77
0,10.52,-2.03,6.73,-0.41,0.13,-0.00,11.77
1,13.57,-1.54,6.73,-0.61,0.02,-0.00,11.77
2,15.24,-1.15,6.73,-0.45,0.11,-0.00,11.77
3,11.62,1.34,6.73,-0.44,-0.29,-0.00,11.77
4,15.00,2.24,6.73,-0.24,0.29,-0.00,11.77
0,10.49,-2.02,6.73,-0.30,0.16,-0.00,11.77
1,13.48,-1.60,6.73,-0.83,-0.57,-0.00,11.77
2,15.24,-1.16,6.73,0.01,-0.10,-0.00,11.77
3,11.55,1.35,6.73,-0.70,0.12,-0.00,11.77
4,15.02,2.28,6.73,0.25,0.41,-0.00,11.77
0,10.45,-2.01,6.73,-0.46,0.04,-0.00,11.77
1,13.43,-1.62,6.73,-0.48,-0.19,-0.00,11.77
2,15.24,-1.18,6.73,0.05,-0.20,-0.00,11.77
3,11.57,1.33,6.73,0.22,-0.23,-0.00,11.77
4,14.99,2.30,6.73,-0.32,0.24,-0.00,11.77
0,10.40,-2.01,6.73,-0.47,0.05,-0.00,11.77
1,13.42,-1.68,6.73,-0.19,-0.59,-0.00,11.77
2,15.14,-1.23,6.73,-1.00,-0.52,-0.00,11.77
3,11.57,1.31,6.73,0.06,-0.17,-0.00,11.77
4,14.95,2.33,6.73,-0.33,0.22,-0.00,11.77
0,10.35,-2.00,6.73,-0.45,0.05,-0.00,11.77
1,13.36,-1.68,6.73,-0.52,-0.02,-0.00,11.77
2,15.07,-1.23,6.73,-0.69,0.03,-0.00,11.77
3,11.59,1.28,6.73,0.20,-0.23,-0.00,11.77
4,14.94,2.30,6.73,-0.16,-0.26,-0.00,11.77
0,10.31,-1.99,6.73,-0.43,0.16,-0.00,11.77
1,13.34,-1.74,6.73,-0.21,-0.54,-0.00,11.77
2,15.03,-1.18,6.73,-0.46,0.43,-0.00,11.77
3,11.58,1.32,6.73,-0.18,0.36,-0.00,11.77
4,14.97,2.30,6.73,0.34,0.02,-0.00,11.77
0,10.27,-1.97,6.73,-0.42,0.17,-0.00,11.77
1,13.24,-1.76,6.73,-1.04,-0.22,-0.00,11.77
2,15.00,-1.16,6.73,-0.29,0.26,-0.00,11.77
3,11.59,1.31,6.73,0.15,-0.06,-0.00,11.77
4,14.94,2.33,6.73,-0.31,0.23,-0.00,11.77
0,10.22,-1.97,6.73,-0.49,-0.02,-0.00,11.77
1,13.23,-1.82,6.73,-0.13,-0.61,-0.00,11.77
2,14.87,-1.18,6.73,-1.25,-0.20,-0.00,11.77
3,11.55,1.28,6.73,-0.43,-0.31,-0.00,11.77
4,14.97,2.37,6.73,0.26,0.40,-0.00,11.77
0,10.18,-1.96,6.73,-0.36,0.12,-0.00,11.77
1,13.22,-1.81,6.73,-0.05,0.09,-0.00,11.77
2,14.80,-1.13,6.73,-0.75,0.51,-0.00,11.77
3,11.56,1.27,6.73,0.11,-0.15,-0.00,11.77
4,14.93,2.33,6.73,-0.32,-0.38,-0.00,11.77
0,10.15,-1.95,6.73,-0.35,0.13,-0.00,11.77
1,13.19,-1.90,6.73,-0.26,-0.86,-0.00,11.77
2,14.76,-1.08,6.73,-0.40,0.45,-0.00,11.77
3,11.55,1.30,6.73,-0.11,0.31,-0.00,11.77
4,14.91,2.30,6.73,-0.29,-0.28,-0.00,11.77
0,10.18,-1.92,6.73,0.29,0.25,-0.00,11.77
1,13.15,-1.94,6.73,-0.47,-0.41,-0.00,11.77
2,14.73,-1.04,6.73,-0.33,0.42,-0.00,11.77
3,11.57,1.28,6.73,0.18,-0.22,-0.00,11.77
4,14.88,2.32,6.73,-0.28,0.25,-0.00,11.77
0,10.12,-1.95,6.73,-0.56,-0.30,-0.00,11.77
1,13.11,-1.98,6.73,-0.40,-0.44,-0.00,11.77
2,14.69,-1.00,6.73,-0.34,0.41,-0.00,11.77
3,11.55,1.29,6.73,-0.16,0.15,-0.00,11.77
4,14.91,2.31,6.73,0.29,-0.10,-0.00,11.77
0,10.09,-1.93,6.73,-0.32,0.26,-0.00,11.77
